Air temperature (C),Relative humidity (%),Air velocity (m/s),Radiant temperature (C),Clo,Met,Thermal comfort
24.5,40.1,0.25,25.1,0.23,1.0,2.0
23.5,69.5,0.37,26.2,0.47,1.2,5.0
29.7,74.1,0.18,31.0,0.1,1.2,3.0
20.8,57.6,0.02,21.0,1.08,1.2,5
24.9,34.0,0.14,23.0,1.2,1.1,5.0
22.7,27.8,0.24,21.4,1.02,1.1,2.0
23.5,46.0,0.1,23.5,0.41,1.79,5
20.3,37.0,0.2,20.2,0.46,1.2,5.0
23.7,48.0,0.17,24.1,0.37,1.09,5
23.2,37.4,0.08,23.7,0.6,1.4,4
24.9,37.7,0.08,24.7,0.5,1.2,3.0
23.2,60.3,0.06,22.7,0.5,1.2,6.0
25.6,48.2,0.15,24.0,1.1,1.0,5.0
22.6,49.0,0.17,23.1,0.66,1.24,4
23.6,52.0,0.15,23.9,0.74,1.49,5
28.4,78.8,0.43,28.8,0.5,1.2,5.0
25.0,40.8,0.04,25.2,0.75,1.0,2
21.9,52.1,0.06,21.9,0.71,1.0,5.0
21.3,66.0,0.11,21.1,0.52,1.51,5
23.7,61.0,0.1,24.0,0.55,1.24,5
26.9,49.1,0.51,28.2,0.4,1.2,2.0
17.9,34.1,0.14,16.7,1.65,1.1,2.0
19.9,36.4,0.13,20.0,0.71,1.2,5.0
23.6,38.3,0.15,23.9,0.42,1.17,4
29.8,48.0,0.16,30.1,0.71,1.1,3.0
21.8,45.2,0.03,21.8,0.32,1.0,4
22.2,53.2,0.11,22.9,0.62,1.2,4
22.5,41.4,0.11,22.8,0.28,1.37,4
24.6,56.4,0.07,25.1,0.78,1.0,5.0
29.9,77.8,0.33,30.8,0.28,1.2,3.0
18.0,54.3,0.12,18.9,0.4,1.69,5
25.3,64.3,0.07,25.5,0.54,1.2,3.0
31.1,56.2,0.62,31.9,0.39,1.6,5.0
21.6,50.3,0.07,22.5,1.53,1.2,3.0
20.5,33.3,0.11,21.6,0.91,1.2,3.0
23.4,59.3,0.07,23.5,0.46,1.2,6.0
25.6,40.7,0.14,24.2,0.71,1.2,2.0
24.1,24.0,0.43,21.9,1.2,1.1,2.0
23.1,24.5,0.16,21.6,0.95,1.1,2.0
24.2,50.8,0.06,23.4,0.4,1.2,2.0
22.3,42.0,0.17,22.6,0.57,1.42,2.0
22.7,50.0,0.2,23.6,0.33,1.66,5
22.5,49.3,0.15,23.5,0.36,1.0,5.0
29.4,84.4,0.32,29.8,0.22,1.6,1.0
27.8,66.5,0.03,28.3,0.46,1.1,2.0
23.8,48.9,0.07,24.2,0.61,1.2,5
23.8,56.0,0.15,24.4,0.63,1.19,5
23.1,30.2,0.09,23.3,0.62,1.0,5
24.6,58.0,0.1,25.0,0.44,1.19,3
21.0,44.0,0.12,22.5,0.55,1.1,5.0
24.7,42.6,0.16,24.9,0.61,1.54,5
24.1,34.3,0.05,24.1,0.82,1.0,3
25.1,44.7,0.19,24.0,0.65,1.1,5.0
27.9,66.0,0.38,26.6,0.67,1.1,2.0
21.3,47.7,0.02,21.7,0.61,1.0,4
23.5,27.7,0.06,23.6,0.67,1.2,3
23.7,50.0,0.25,23.7,0.74,1.6,5.0
20.4,56.5,0.03,20.9,0.55,1.6,3.0
21.1,64.2,0.24,19.7,1.11,1.0,5.0
21.5,54.1,0.05,21.7,1.74,0.8,5.0
21.5,40.5,0.07,21.8,0.63,1.17,5
30.1,69.1,0.15,29.6,0.46,1.1,2.0
22.7,25.9,0.05,22.9,0.66,1.2,4
20.8,39.3,0.09,21.0,0.58,1.27,5
23.1,49.5,0.15,23.3,0.39,1.48,4
23.7,38.2,0.09,22.8,0.5,1.5,3.0
24.3,39.2,0.1,22.7,0.7,1.1,2.0
23.0,54.6,0.06,23.3,0.74,1.4,3.0
24.0,37.8,0.15,22.2,0.62,1.1,2.0
21.3,50.0,0.11,19.3,1.01,1.1,5.0
23.5,52.6,0.05,23.7,0.35,1.4,5.0
24.5,37.2,0.13,25.2,0.67,1.6,5
17.0,75.7,0.2,17.1,0.74,1.2,3.0
22.0,29.2,0.36,22.4,0.63,1.0,6
22.9,47.0,0.13,23.2,0.51,1.04,5
22.0,59.0,0.11,22.2,0.41,1.29,6
22.8,25.0,0.06,23.1,0.62,1.2,2
23.5,50.0,0.1,23.8,0.38,1.22,5
21.5,55.9,0.11,21.6,0.72,1.2,3
22.0,45.8,0.13,22.9,0.52,1.0,5
23.4,22.7,0.05,23.9,0.48,1.0,3
22.9,55.9,0.09,23.1,0.56,1.2,4.0
24.9,45.2,0.07,24.1,0.4,1.1,5.0
27.0,48.8,0.22,25.2,0.29,1.2,5.0
32.1,59.9,0.37,33.5,0.29,1.2,3.0
25.9,64.0,0.29,26.1,0.38,1.39,5
28.6,73.4,0.5,29.3,0.49,1.2,5.0
22.9,31.6,0.04,23.0,0.45,1.2,3
21.7,40.8,0.07,22.0,0.82,1.38,6
24.4,50.1,0.12,24.5,0.43,1.0,6.0
20.2,31.0,0.15,17.1,1.85,1.0,2.0
24.1,24.7,0.43,22.0,0.96,1.1,5.0
11.7,75.7,0.2,17.1,0.95,1.2,5.0
30.1,75.9,0.57,30.4,0.29,1.6,3.0
24.5,32.6,0.26,23.1,0.92,1.0,2.0
23.6,64.4,0.1,23.9,0.53,1.4,5.0
23.5,44.0,0.44,22.5,0.7,1.1,2.0
26.5,44.0,0.3,26.2,0.63,1.1,2.0
27.9,45.7,0.41,28.2,0.2,1.2,5.0
24.3,65.5,0.09,22.8,0.46,1.1,5.0
30.3,65.1,0.02,29.7,0.67,1.1,5.0
23.2,36.6,0.1,23.7,0.34,1.03,2
24.2,56.0,0.23,26.1,0.27,1.2,5.0
23.1,62.0,0.1,23.7,0.27,1.59,5
20.7,31.7,0.09,18.9,0.97,1.1,5.0
23.1,45.7,0.16,23.7,0.42,1.31,6
22.6,44.0,0.14,22.9,0.7,1.37,5
22.7,53.0,0.11,23.1,0.29,1.24,4
25.8,41.1,0.08,25.1,0.4,1.0,1.0
23.9,49.0,0.09,24.2,0.54,1.0,6.0
29.4,66.1,0.67,29.9,0.4,1.2,5.0
23.8,61.0,0.17,24.3,0.45,1.69,6
22.2,41.8,0.1,22.3,0.34,1.12,5
27.3,73.8,0.2,28.6,0.4,1.2,5.0
23.7,50.0,0.25,23.7,0.3,1.2,5.0
22.3,43.0,0.22,24.7,0.49,1.2,3.0
23.2,44.0,0.13,23.5,0.36,1.69,5
23.5,39.0,0.05,22.6,0.7,1.4,3.0
22.0,42.8,0.2,22.3,0.46,1.2,6
29.1,69.0,0.29,29.7,0.82,1.6,5.0
24.1,55.8,0.2,24.6,0.51,1.2,5.0
23.5,32.7,0.11,23.4,0.8,1.0,6.0
26.4,48.7,0.05,25.1,0.4,1.2,1.0
29.6,64.4,0.28,30.8,0.16,1.2,3.0
30.0,67.3,0.68,27.7,0.46,1.1,2.0
27.7,38.7,0.2,27.1,1.4,1.0,5.0
23.1,50.0,0.34,23.9,0.45,1.51,3
20.5,55.0,0.04,18.4,0.96,1.1,2.0
28.8,65.6,0.34,29.2,0.24,1.2,5.0
22.0,48.5,0.06,22.4,0.59,1.4,5
24.9,56.4,0.1,25.4,0.49,2.0,3.0
17.5,42.2,0.27,19.0,0.67,1.1,5.0
21.3,50.7,0.07,21.3,0.72,1.0,5
22.0,66.6,0.14,22.7,0.67,1.0,6.0
28.7,75.8,0.3,29.5,0.24,1.2,3.0
25.5,55.6,0.08,25.8,0.5,1.4,3.0
23.0,41.6,0.12,23.1,0.74,1.4,4
22.5,64.0,0.1,22.7,0.8,1.24,5
22.8,41.9,0.12,23.0,0.47,1.07,4
23.0,24.0,0.2,23.2,0.83,1.14,6.0
19.6,36.4,0.13,20.0,0.73,1.2,3.0
27.8,49.4,0.34,28.1,0.4,1.2,5.0
22.6,52.5,0.11,23.0,0.62,1.2,5.0
30.8,26.1,0.29,29.1,0.45,1.1,5.0
22.2,44.6,0.06,22.7,0.89,1.0,5.0
30.0,74.1,0.18,31.1,0.1,1.2,5.0
23.4,63.8,0.03,23.5,0.54,1.0,4.0
25.3,73.4,0.13,26.0,0.29,1.2,5.0
23.9,53.9,0.06,24.3,0.25,1.2,6.0
20.2,56.6,0.12,21.7,0.82,1.0,5.0
23.5,31.5,0.08,23.7,0.82,1.2,5
21.6,57.0,0.17,22.0,0.66,1.32,4
23.2,33.0,0.17,23.2,0.59,1.27,5
22.8,44.5,0.13,23.0,0.4,1.0,5.0
23.6,59.5,0.07,23.8,0.66,1.0,5.0
30.7,51.3,0.13,31.4,0.4,1.2,5.0
21.3,21.1,0.16,19.6,1.02,1.1,2.0
20.7,29.0,0.07,20.7,0.66,1.0,3
22.7,44.0,0.17,22.8,0.35,1.26,5
23.6,38.0,0.12,23.9,0.27,1.54,5
23.5,50.0,0.03,23.7,0.63,1.42,3.0
19.5,60.7,0.1,19.8,0.4,1.6,2.0
24.1,38.0,0.09,22.6,0.96,1.1,2.0
30.1,75.9,0.57,30.4,0.22,1.2,5.0
22.9,60.8,0.08,22.9,0.49,1.0,5.0
21.8,69.0,0.17,22.5,0.46,1.2,5.0
21.9,52.0,0.1,22.1,0.68,1.39,4
23.3,64.0,0.16,23.8,0.36,1.24,5
28.1,79.9,0.15,28.7,1.18,1.2,3.0
30.4,73.2,0.18,31.4,0.27,1.2,5.0
23.1,35.2,0.09,23.3,0.62,1.2,6
22.5,47.0,0.1,22.8,0.44,1.32,6
23.9,35.0,0.1,24.0,0.68,1.39,3
24.3,41.8,0.21,24.8,0.67,1.1,2.0
26.3,39.2,0.07,25.5,0.5,1.1,2.0
27.8,30.7,0.2,27.7,0.41,1.4,2.0
23.4,64.0,0.1,23.7,0.33,1.34,5
26.8,55.1,0.17,27.2,0.41,1.6,5.0
23.6,30.1,0.03,24.0,0.58,1.1,6
24.7,50.8,0.08,24.8,0.47,1.0,6.0
19.5,29.2,0.22,17.5,1.49,1.1,2.0
23.2,63.0,0.12,23.5,0.5,1.24,5
21.2,67.4,0.13,21.7,0.29,1.2,5.0
26.6,53.3,0.13,27.2,0.31,1.6,5.0
27.3,73.8,0.2,28.6,0.4,1.2,5.0
31.1,56.2,0.62,31.9,0.41,1.2,3.0
19.0,36.8,0.12,17.8,1.2,1.0,5.0
23.4,21.8,0.07,22.8,0.8,1.0,5.0
24.1,26.5,0.19,24.8,0.48,1.0,6
27.7,41.3,0.09,27.6,1.44,1.0,5.0
28.7,71.3,0.27,29.4,0.13,1.2,5.0
29.5,40.3,0.19,29.8,0.95,1.2,5.0
22.0,40.1,0.06,22.1,0.62,1.2,4
17.8,23.4,0.14,16.5,1.13,1.1,1.0
24.5,54.1,0.06,25.3,0.5,1.0,5.0
22.5,45.7,0.05,22.7,0.62,1.0,5
21.5,26.1,0.18,20.3,0.73,1.1,2.0
26.1,46.1,0.18,26.3,0.46,1.1,2.0
23.0,35.5,0.08,23.1,0.64,1.0,5
20.8,56.4,0.0,21.4,0.6,1.6,5.0
29.6,81.8,0.96,29.8,0.31,1.2,2.0
22.4,32.1,0.17,22.9,0.75,1.2,2
26.4,48.0,0.16,27.0,0.29,0.99,3
23.1,42.0,0.14,23.5,0.44,1.39,3
23.6,63.0,0.13,24.0,0.42,1.24,5
22.6,33.5,0.16,22.4,0.72,1.0,3
20.1,49.3,0.05,20.3,2.28,0.8,5.0
22.6,42.2,0.08,22.1,0.7,1.0,6.0
23.9,30.9,0.07,22.8,0.9,1.5,3.0
27.4,28.0,0.32,27.8,0.4,1.37,6
21.8,26.6,0.06,21.8,0.94,1.2,4
15.6,52.8,0.11,16.2,0.66,1.2,5.0
31.1,56.3,0.52,31.6,0.1,1.6,5.0
21.6,33.3,0.09,21.8,1.0,1.4,3
30.8,26.1,0.29,29.1,0.65,1.1,5.0
23.6,72.5,0.09,24.0,1.19,1.0,2.0
22.1,34.9,0.18,23.3,0.49,1.1,5
21.5,40.4,0.12,21.6,1.02,1.51,4
29.4,59.2,0.62,32.3,0.4,1.2,5.0
30.1,58.3,0.68,31.5,0.4,1.2,5.0
22.6,35.0,0.07,22.7,0.89,1.0,2
22.8,44.4,0.04,22.9,1.21,1.2,4
23.4,30.4,0.08,23.5,0.67,1.2,4
23.5,43.0,0.1,23.6,0.7,1.99,5
23.7,39.1,0.15,24.0,0.39,1.42,4
28.6,73.4,0.5,29.3,0.33,1.2,2.0
22.5,62.3,0.15,21.5,0.46,1.1,5.0
23.9,72.0,0.31,24.5,1.25,1.2,5.0
25.3,56.0,0.24,25.5,0.49,1.19,4
21.6,34.8,0.11,19.5,1.2,1.1,5.0
24.3,39.4,0.08,23.9,0.4,1.2,3.0
21.9,60.9,0.12,22.4,0.41,1.2,6.0
27.4,67.2,0.1,26.8,0.67,1.1,2.0
23.1,37.9,0.06,23.5,0.55,1.2,4
19.7,31.5,1.33,22.4,0.82,1.2,2.0
20.5,55.0,0.04,18.4,0.96,1.1,2.0
21.7,59.7,0.09,22.3,0.61,1.2,3.0
21.5,69.1,0.07,22.2,1.22,1.2,5.0
24.8,60.0,0.1,25.2,0.29,1.49,5
21.5,43.1,0.11,21.7,0.49,1.57,4
28.1,79.9,0.15,28.7,0.35,1.2,2.0
23.0,20.3,0.08,23.0,1.1,1.1,3.0
21.2,44.7,0.2,21.6,0.73,1.22,4
23.7,29.8,0.06,24.1,0.94,1.2,6
23.2,56.1,0.07,23.3,0.64,1.0,3
23.2,32.0,0.39,24.4,0.68,1.11,5.0
21.3,27.6,0.05,21.5,0.57,1.2,5
22.1,34.3,0.08,22.4,0.75,1.0,6
27.8,41.0,0.28,27.7,0.36,1.0,4.0
26.1,52.5,0.25,25.1,0.71,1.1,1.0
20.8,24.2,0.06,20.7,0.9,1.0,6
23.9,65.0,0.1,24.1,0.44,1.74,6
23.2,46.4,0.04,23.2,0.66,1.2,5.0
18.2,38.6,0.13,16.9,0.91,1.1,5.0
24.2,39.0,0.14,24.1,0.46,1.39,5
23.5,60.8,0.09,23.7,0.41,1.0,3.0
21.2,59.2,0.05,21.3,1.08,1.0,5.0
24.3,31.2,0.22,22.9,1.02,1.1,2.0
23.8,68.0,0.1,24.0,0.66,1.29,4
22.0,46.2,0.05,21.6,1.06,1.38,5
24.1,56.0,0.1,24.4,0.33,1.19,5
24.3,24.5,0.54,22.4,0.96,1.1,2.0
20.6,50.4,0.08,20.5,0.55,1.0,6
27.3,47.6,0.77,27.9,0.5,1.2,3.0
25.8,41.4,0.09,25.2,0.5,1.5,5.0
22.9,52.0,0.1,22.9,0.6,1.24,6
22.7,41.0,0.13,23.0,0.57,1.66,2.0
25.4,28.6,0.18,25.7,0.42,1.34,3
23.4,29.0,0.16,22.9,0.95,1.23,5.0
21.3,65.0,0.25,18.5,1.06,1.0,2.0
23.3,70.8,0.31,24.9,0.79,1.6,2.0
22.3,44.6,0.04,22.0,0.59,1.4,4
29.9,72.4,0.21,30.7,0.27,1.6,5.0
23.9,37.4,0.12,24.0,0.69,1.0,5
23.1,58.3,0.06,22.1,0.5,1.2,6.0
23.2,55.3,0.09,23.7,0.57,1.0,4
25.0,56.9,0.27,26.0,0.32,2.0,3.0
22.8,37.3,0.28,22.9,0.62,1.38,3
22.9,29.5,0.07,22.4,0.7,1.0,2.0
22.0,61.0,0.13,22.3,0.48,1.37,4
14.1,43.0,0.16,14.8,0.26,1.2,2.0
24.3,64.0,0.1,24.8,0.69,1.24,5
22.3,54.5,0.23,22.7,0.54,1.27,2
23.4,39.2,0.1,22.7,0.4,1.2,4.0
23.5,45.1,0.14,23.2,0.5,1.3,5.0
22.9,36.7,0.13,22.6,0.5,1.2,4.0
13.8,36.7,0.12,14.4,0.99,1.6,3.0
22.6,53.0,0.1,22.8,0.75,1.34,3
28.5,56.6,0.52,29.2,0.43,1.6,3.0
24.0,47.0,0.12,24.5,0.33,1.59,6
23.5,51.2,0.12,23.4,0.5,1.5,4.0
24.8,59.2,0.07,25.0,0.62,1.2,2.0
23.3,32.0,0.29,24.0,0.68,1.16,5.0
22.2,45.6,0.15,22.7,0.3,1.27,5
23.5,40.2,0.03,24.1,1.08,1.2,5.0
22.9,11.7,0.11,22.5,0.9,1.2,3.0
20.3,51.0,0.1,20.7,0.44,1.99,5
24.5,42.3,0.5,31.6,0.59,1.1,2.0
20.6,46.6,0.11,21.1,0.72,1.0,4
23.1,52.1,0.06,24.0,0.87,1.57,5
24.0,26.6,0.08,24.7,0.8,1.0,6
19.3,32.6,0.08,20.8,0.37,1.0,5.0
22.6,48.0,0.15,23.1,0.38,1.54,4
22.4,71.1,0.03,22.7,0.46,1.2,5.0
26.2,41.9,0.07,23.9,0.7,1.1,2.0
29.5,40.3,0.19,29.8,0.32,1.2,5.0
23.3,36.5,0.07,23.8,1.06,1.2,4
31.1,27.1,0.52,28.7,0.44,1.1,5.0
28.4,63.9,0.64,26.9,0.67,1.1,5.0
24.3,34.1,0.04,24.5,0.24,0.8,3.0
27.0,74.2,0.1,27.7,0.72,1.2,3.0
23.3,71.7,0.31,24.6,0.77,1.2,3.0
22.0,66.0,0.2,22.8,0.52,1.18,2.0
30.6,73.6,0.14,31.3,0.12,1.2,3.0
29.7,75.7,0.35,30.2,0.82,1.2,2.0
31.1,56.2,56.17,31.9,0.15,1.2,5.0
26.2,41.9,0.07,23.9,0.7,1.1,5.0
22.4,38.3,0.01,22.6,0.76,1.0,3
29.4,59.2,0.62,32.3,0.2,1.2,5.0
20.5,44.9,0.18,21.1,0.4,1.27,5
23.0,54.4,0.06,23.3,0.59,1.0,6
24.9,63.6,0.11,24.9,0.76,1.0,3.0
24.1,51.2,0.06,24.2,0.5,1.0,6.0
26.4,55.5,0.0,26.6,1.12,1.2,3.0
27.4,57.1,0.66,29.3,0.31,1.2,5.0
22.8,42.4,0.13,23.4,0.82,1.2,6
28.7,75.4,0.42,30.3,0.38,1.2,5.0
23.2,46.0,0.05,23.4,0.31,1.4,5.0
23.4,30.6,0.1,22.0,0.46,1.1,2.0
23.2,49.1,0.11,23.5,0.55,1.0,5
22.6,67.0,0.17,23.1,0.34,1.49,5
22.5,44.1,0.02,22.8,0.58,1.0,5
25.3,25.0,0.07,25.5,0.4,1.0,5
27.0,74.3,0.14,27.7,0.61,1.2,5.0
34.0,58.8,0.79,34.8,0.54,1.2,1.0
15.6,52.8,0.11,16.2,1.77,1.2,5.0
22.7,50.6,0.07,23.1,0.7,1.0,5
24.0,24.1,0.09,23.6,0.6,1.0,5.0
22.9,43.8,0.38,23.4,0.69,1.42,6
23.4,58.3,0.25,21.7,0.67,1.1,5.0
22.6,62.0,0.1,22.9,0.34,1.19,4
22.2,50.4,0.08,22.4,0.58,1.0,6
23.4,32.4,0.05,22.3,0.9,1.0,6.0
25.5,47.1,0.15,21.2,1.0,1.0,5.0
27.6,28.0,0.38,26.8,0.6,1.37,3.0
24.3,44.0,0.13,24.5,0.44,1.39,5
22.5,49.1,0.2,22.7,0.54,1.12,5
22.8,51.0,0.15,23.0,0.5,1.04,6
23.7,52.0,0.1,23.6,0.27,1.69,4
24.9,60.0,0.19,25.7,0.42,1.59,5
25.7,48.7,0.01,27.7,0.25,1.2,3.0
23.1,46.3,0.13,22.9,0.68,1.0,5
22.1,57.7,0.14,23.3,0.83,1.2,5.0
22.5,37.0,0.18,22.4,0.69,1.19,1
24.7,64.0,0.14,25.0,0.4,1.59,5
27.2,43.7,0.18,27.3,0.67,1.1,2.0
20.2,47.2,0.17,20.8,0.46,1.12,6
21.4,38.4,0.06,21.4,1.0,1.0,3
21.3,55.6,0.21,21.8,0.69,1.34,5
22.1,40.7,0.04,22.4,1.0,1.2,3
23.6,43.0,0.15,23.9,0.58,1.74,5
22.7,43.3,0.14,22.7,0.55,1.12,6
22.5,48.4,0.02,23.0,0.86,1.2,5
23.1,30.4,0.07,22.7,0.8,1.0,6.0
21.6,45.0,0.21,22.4,0.8,1.0,5
24.2,12.8,0.09,23.3,0.7,1.0,5.0
23.3,53.3,0.05,23.5,0.5,1.2,2
23.2,37.2,0.01,23.2,0.67,1.2,5
22.6,33.8,0.14,23.0,0.46,1.55,6
30.2,32.0,0.24,31.5,0.37,1.0,3.0
20.0,70.5,0.07,20.6,0.6,1.2,2.0
22.0,54.2,0.07,22.2,1.08,1.38,5
21.2,36.7,0.1,21.5,0.73,1.2,6
24.1,41.5,0.25,24.3,0.49,1.52,6
23.7,23.6,0.03,23.9,0.46,1.2,3
29.3,65.6,0.46,32.5,0.29,1.2,3.0
21.7,43.3,0.08,22.0,0.4,1.35,5
21.7,38.1,0.05,21.8,0.79,1.0,6
22.8,63.4,0.05,23.0,0.58,1.2,5.0
18.9,56.0,0.06,19.1,1.29,0.94,5.0
23.2,43.1,0.05,23.4,0.8,1.2,6.0
26.1,46.1,0.18,26.3,0.67,1.1,2.0
26.2,68.1,0.31,27.9,0.44,1.6,3.0
24.3,45.7,0.1,24.3,0.63,1.1,2.0
22.3,62.8,0.04,22.9,0.72,1.2,5.0
27.7,47.9,0.6,28.0,0.33,1.2,2.0
25.1,31.0,0.09,23.5,1.3,1.1,5.0
22.4,33.8,0.26,23.4,0.39,1.36,4
26.3,60.8,0.1,26.2,0.61,1.0,5.0
17.8,53.7,0.08,18.7,0.93,1.42,4
22.9,56.5,0.12,21.9,0.4,1.3,5.0
31.0,72.1,0.19,31.3,0.22,1.6,2.0
22.7,43.9,0.08,23.1,0.57,1.0,5
32.2,65.5,0.35,32.7,0.24,1.2,2.0
24.3,51.0,0.11,24.5,0.56,0.99,5
23.6,35.4,0.09,23.0,0.7,1.6,6.0
22.0,31.2,0.02,22.4,0.46,1.0,5
30.6,66.0,0.45,31.3,0.12,1.2,5.0
22.9,65.2,0.12,23.2,1.0,1.0,5.0
22.7,51.4,0.05,23.1,0.8,1.0,3
28.1,79.9,0.15,28.7,0.33,1.2,5.0
21.8,72.4,0.06,22.5,0.51,1.0,3.0
23.2,46.9,0.1,23.2,0.95,1.0,6.0
23.3,26.4,0.04,23.4,0.48,1.0,6
23.2,59.5,0.05,23.5,0.7,1.0,6.0
20.4,60.0,0.04,20.8,0.62,1.0,6.0
28.9,52.9,0.36,30.1,0.2,1.2,5.0
22.3,63.7,0.03,22.8,0.63,1.0,5.0
20.5,62.4,0.06,18.5,1.18,1.1,2.0
20.8,47.3,0.11,21.1,1.04,1.37,5
21.8,66.6,0.19,22.2,1.0,1.0,3.0
21.2,52.9,0.22,22.1,0.7,1.38,6
24.3,66.0,0.06,24.5,0.62,1.2,5.0
31.1,55.7,0.48,31.8,0.18,1.2,5.0
26.4,73.2,0.13,27.9,0.29,1.2,3.0
22.8,45.6,0.09,23.0,0.67,1.0,5.0
20.0,70.5,0.07,20.6,0.63,1.2,3.0
22.5,54.9,0.03,22.6,0.67,1.0,5.0
20.5,51.2,0.01,20.7,0.91,1.4,3
18.0,51.0,0.12,19.7,1.46,1.2,5.0
22.6,68.2,0.07,22.8,0.53,1.2,6.0
22.0,55.3,0.16,22.3,0.84,1.46,6
23.2,61.9,0.08,23.2,0.52,1.2,6.0
29.5,66.9,1.5,25.9,0.46,1.1,5.0
20.8,33.8,0.06,20.5,1.06,1.0,3
22.3,39.3,0.13,22.4,0.68,1.4,5
23.7,46.0,0.14,23.9,0.25,1.19,5
22.8,62.4,0.1,23.0,0.99,1.4,3.0
28.7,60.3,0.37,30.1,0.5,1.6,3.0
22.6,65.0,0.12,22.6,0.42,1.19,5
20.5,62.4,0.06,18.5,0.99,1.1,2.0
25.4,61.7,0.15,25.1,0.62,1.4,3.0
17.2,26.5,0.18,15.6,1.32,1.1,2.0
23.5,32.4,0.29,24.2,0.53,1.03,5
32.0,61.9,0.18,33.5,0.06,1.2,3.0
23.7,30.9,0.17,24.7,0.51,1.27,5
25.4,46.2,0.32,25.5,0.46,1.1,5.0
20.8,43.7,0.07,21.1,0.57,1.42,5
24.8,54.0,0.11,25.1,0.32,0.99,3
22.3,50.0,0.04,22.3,0.48,1.0,5
22.6,43.0,0.08,24.4,0.44,1.6,3.0
23.0,52.0,0.1,23.5,0.56,1.24,5
25.2,56.1,0.05,25.5,0.54,1.0,2.0
22.6,48.3,0.08,22.8,0.69,1.0,4
21.1,64.6,0.14,19.7,1.18,1.1,2.0
22.7,65.2,0.04,22.9,0.46,1.0,5.0
22.4,40.6,0.21,23.0,0.61,1.31,6
22.6,35.0,0.12,21.2,0.96,1.1,2.0
23.6,53.0,0.11,24.0,0.41,1.09,6
21.2,61.5,0.64,21.5,0.64,1.2,5.0
24.0,61.0,0.12,24.2,0.34,1.54,2
29.7,50.9,0.27,30.0,0.41,1.2,2.0
22.6,59.0,0.15,22.9,0.55,1.74,5
23.6,27.1,0.02,23.8,0.8,1.2,4
19.0,31.3,0.07,20.3,0.59,1.0,5.0
28.9,79.9,0.66,30.2,0.31,1.2,5.0
24.2,29.4,0.15,22.3,0.96,1.1,2.0
22.7,10.7,0.11,22.6,1.2,1.0,6.0
22.4,15.3,0.07,21.5,1.0,1.1,5.0
24.1,40.6,0.07,24.3,0.98,1.0,3
20.8,46.4,0.11,26.4,0.62,1.1,3.0
22.9,57.4,0.05,23.1,0.52,1.0,3.0
21.9,67.8,0.09,22.2,0.46,1.4,6.0
22.2,47.4,0.09,22.5,0.84,1.0,3
28.4,64.6,0.18,29.3,0.29,1.2,3.0
23.6,37.0,0.09,21.9,0.96,1.1,2.0
29.1,74.7,0.39,30.0,0.06,1.2,3.0
29.2,79.5,0.47,30.3,0.29,1.2,2.0
23.0,43.2,0.04,23.4,0.52,1.2,3
22.9,54.0,0.14,23.1,0.42,1.54,5
25.5,47.1,0.15,21.2,1.3,1.0,5.0
23.2,50.8,0.18,23.4,0.63,1.2,6.0
23.1,62.8,0.07,23.7,0.83,1.0,5.0
31.1,55.7,0.48,31.8,0.33,1.2,5.0
23.5,42.6,0.02,24.1,0.91,1.2,3.0
23.7,72.2,0.37,23.7,0.91,1.2,5.0
21.1,40.1,0.08,21.9,0.39,1.12,4
27.5,36.9,0.07,26.4,0.5,1.3,4.0
29.6,47.0,0.08,30.0,0.46,1.1,3.0
23.6,39.2,0.12,22.9,0.83,1.1,5.0
22.2,58.2,0.17,22.8,0.54,1.03,5
22.0,19.1,0.09,21.6,1.0,1.1,5.0
27.6,51.0,0.48,28.1,0.29,1.6,5.0
22.3,57.0,0.02,22.5,0.7,1.0,5.0
23.7,47.2,0.33,23.8,0.79,1.2,4
23.1,43.8,0.12,24.1,0.4,1.2,4.0
25.5,41.7,0.12,24.7,0.5,1.2,4.0
21.8,71.0,0.08,22.1,0.55,1.0,5.0
20.3,49.3,0.09,20.8,0.31,1.12,5
23.3,46.0,0.14,23.6,0.4,1.56,4
23.3,12.3,0.09,22.2,1.1,1.0,5.0
30.1,63.4,0.32,30.3,0.4,0.8,3.0
23.9,68.4,0.11,22.5,0.46,1.1,2.0
24.0,50.4,0.01,24.2,0.62,1.0,5
27.2,52.4,0.06,27.6,0.41,1.6,5.0
22.1,63.4,0.1,22.1,0.97,1.2,5.0
23.4,34.8,0.16,23.6,0.55,1.52,5
21.3,48.7,0.05,21.3,0.51,1.4,5
22.9,42.0,0.09,23.2,0.6,1.0,2.0
18.8,42.3,0.35,19.6,0.46,1.1,3.0
21.6,69.1,0.03,21.9,0.62,1.0,5.0
25.0,42.0,0.18,25.1,0.48,1.69,6
27.1,50.1,0.0,27.4,0.29,1.6,3.0
29.7,42.9,0.04,29.9,0.31,1.2,3.0
22.3,25.9,0.05,22.7,0.93,1.0,4
26.3,40.7,0.36,25.1,0.94,1.1,2.0
22.9,56.7,0.08,23.1,0.49,1.0,6.0
23.0,36.0,0.06,23.1,0.95,1.0,5
22.4,35.7,0.13,22.7,0.81,1.27,5
23.4,43.0,0.28,23.5,0.54,1.2,5
21.6,34.8,0.11,19.5,0.91,1.1,5.0
21.8,40.5,0.1,22.0,0.54,1.12,5
